Epoch,Loss,Value
0,recon_loss,696.1448800223214
0,kl_loss,23.283860206604004
0,kl_loss_0,1.73028650028365
0,kl_loss_1,2.117317033665521
0,kl_loss_2,6.589863232203892
0,kl_loss_3,0.7195152321032116
0,kl_loss_4,4.9963593775672575
0,kl_loss_5,1.9390616629804884
0,kl_loss_6,1.2771803076778139
0,kl_loss_7,2.6990556120872498
0,kl_loss_8,0.7893344642860549
0,kl_loss_9,0.42588665229933603
0,loss,719.5572989327567
0,tc_loss,0.8222471257405621
0,discrim_loss,0.5372118204832077
1,recon_loss,300.9641887958233
1,kl_loss,12.8028564453125
1,kl_loss_0,1.2832034230232239
1,kl_loss_1,1.8281256143863385
1,kl_loss_2,2.3448116137431216
1,kl_loss_3,0.61718167249973
1,kl_loss_4,0.8643096135212824
1,kl_loss_5,1.8286740596477802
1,kl_loss_6,1.7504009100107045
1,kl_loss_7,1.4623162563030536
1,kl_loss_8,0.3272011853181399
1,kl_loss_9,0.49663195472497207
1,loss,314.347163273738
1,tc_loss,1.853145562685453
1,discrim_loss,0.33904024500113267
2,recon_loss,274.20145089285717
2,kl_loss,13.68190690449306
2,kl_loss_0,1.7707832200186593
2,kl_loss_1,2.159845309598105
2,kl_loss_2,2.050810379641397
2,kl_loss_3,0.3326702458517892
2,kl_loss_4,1.1308142713138036
2,kl_loss_5,1.5394405722618103
2,kl_loss_6,2.0128938215119496
2,kl_loss_7,1.6952075106757027
2,kl_loss_8,0.471178908433233
2,kl_loss_9,0.5182628461292812
2,loss,288.6821768624442
2,tc_loss,1.5075179168156214
2,discrim_loss,0.42134472514901844
3,recon_loss,265.33777207594653
3,kl_loss,14.209190368652344
3,kl_loss_0,1.9233210178521962
3,kl_loss_1,2.1393105525236864
3,kl_loss_2,1.9620011769808257
3,kl_loss_3,0.3718370313827808
3,kl_loss_4,1.3151748638886671
3,kl_loss_5,1.5824349935238178
3,kl_loss_6,2.0344430758402896
3,kl_loss_7,1.6909725482647235
3,kl_loss_8,0.5526409699366643
3,kl_loss_9,0.6370541017789108
3,loss,280.38005887545074
3,tc_loss,1.1179286883427546
3,discrim_loss,0.45637454894872814
4,recon_loss,258.605224609375
4,kl_loss,15.007401670728411
4,kl_loss_0,1.9750542385237557
4,kl_loss_1,2.2163813965661183
4,kl_loss_2,1.819186202117375
4,kl_loss_3,0.5013300563607898
4,kl_loss_4,1.4693809066499983
4,kl_loss_5,1.59951993397304
4,kl_loss_6,2.099882585661752
4,kl_loss_7,1.8044508695602417
4,kl_loss_8,0.7210368897233691
4,kl_loss_9,0.8011785915919712
4,loss,274.616697038923
4,tc_loss,1.0484570179666792
4,discrim_loss,0.5035669484308788
5,recon_loss,247.68279911921576
5,kl_loss,15.16846282665546
5,kl_loss_0,2.054677413060115
5,kl_loss_1,2.252787168209369
5,kl_loss_2,1.7407177594991832
5,kl_loss_3,0.5753644567269546
5,kl_loss_4,1.4881997658656194
5,kl_loss_5,1.5871927646490245
5,kl_loss_6,2.0212830213400035
5,kl_loss_7,1.7803494196671705
5,kl_loss_8,0.8122111283815824
